"","X","id","source","target142","cse142","cse143","target143","numAdmApplication","admitStatus","gender","ethnic","transfer","Q5b","Q5d","Q5e","Q5f","Q7a","Q8a","Q8c","Q8d","Q8e","Q8g","Q8i","Q9","Q11","GPA","stdmath","stdverbal","stdcomb","appscores","cse142firstclass","cse142grade","cse143firstclass","cse143grade"
"613",613,"2dceb99a-fa76-5e6f-8da1-700b79b52bf3","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,2,2,4,3,4,2,5,5,5,2,1,3.31,730,610,1340,NA,2,3,NA,NA
"614",614,"2de3414a-d13a-5135-8d17-df904c369e72","student","CSE142",2,2,"CSE143",2,"Accept","F","NOT IND",NA,2,3,2,3,4,3,3,4,4,2,2,1,1,3.74,660,570,1230,4,2,4,2,3.5
"615",615,"2defcd25-09fb-54a1-aa15-534c1db3751d","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,4,4,2,1,5,4,3,4,4,3,1,1,1,3.58,660,500,1160,NA,2,2.1,2,3
"616",616,"2df71f89-cbc9-5d7e-9be8-c64e29329d79","student","CSE142",1,2,"CSE143",1,"DNA","F","ASIAN",NA,3,4,3,3,5,5,3,3,3,3,3,1,2,3.25,740,800,1540,NA,1,4,2,3.1
"617",617,"2e0ea26a-d00b-589c-b1a2-f68e9187d5dc","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,3,1,1,4,3,3,3,4,3,2,2,1,3.11,650,610,1260,NA,1,2.1,1,0
"618",618,"2e11d4a1-c3ca-50fb-aaa1-381b2dc79b49","student","CSE142",2,3,"CSE143",1,"DNA","F","NOT IND",NA,3,3,1,1,3,4,4,3,5,4,2,1,1,3.47,780,710,1490,NA,2,3.6,3,2.5
"619",619,"2e435935-7d1c-5990-bc5b-bca822d724ea","student","CSE142",1,1,"CSE143",3,"Deny","M","NOT IND",NA,3,NA,2,1,5,4,4,4,4,4,4,1,1,3.45,790,460,1250,3.5,1,3.9,1,3.9
"620",620,"2e47bfe4-806c-533d-b373-3b53abb32715","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,2,1,5,5,4,4,5,4,3,1,1,3.27,740,660,1400,NA,1,3.2,1,3.2
"621",621,"2e5b8ed6-3208-5e3a-8788-7d8b90909c9e","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,3,3,1,1,4,5,4,5,5,3,2,1,1,2.67,740,450,1190,NA,2,2.7,NA,NA
"622",622,"2e7368e9-a9b8-5ce8-82a8-def602a3f98e","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,2,1,4,5,4,4,5,4,3,1,1,3.16,660,510,1170,NA,1,2.7,NA,NA
"623",623,"2e81a8ed-25fa-55f0-bd15-19b0cc6e3d92","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,2,3,3,3,5,3,4,4,3,4,4,1,1,2.6,NA,NA,NA,NA,2,0,NA,NA
"624",624,"2e8e22a1-bc8e-504f-95f0-eab523767580","student","CSE142",4,4,"CSE143",1,"DNA","M","NOT IND",NA,4,3,1,1,3,5,5,5,5,4,4,1,1,3.06,NA,NA,NA,NA,4,3.4,4,1
"625",625,"2e8f7910-2d24-5cbc-bdb1-cc7d287bfebb","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,3,4,1,1,5,5,4,5,5,4,2,2,1,3.33,700,600,1300,NA,1,3.2,1,2.4
"626",626,"2e9fa907-0fd6-5980-b579-0c516808f926","student","CSE142",2,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,5,5,5,4,4,3,2,1,3.31,510,530,1040,NA,2,3.4,3,2.5
"627",627,"2ebef885-77b0-53a6-9ffb-440c42bb9cb4","student","CSE142",1,1,"CSE143",1,"Accept","M","CAUCASN",NA,2,4,3,3,5,5,4,5,4,1,2,3,5,3.91,710,690,1400,NA,1,4,1,4
"628",628,"2ec3d0f7-e780-5589-aa12-073aeadc10a9","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,1,4,1,1,5,4,5,5,5,2,2,1,1,2.29,540,520,1060,NA,2,NA,NA,NA
"629",629,"2ecc3c6e-0c47-5e13-8f66-fb63e7141fe8","student","CSE142",1,3,"CSE143",1,"DNA","F","NOT IND",NA,2,4,1,1,2,4,5,4,4,4,2,1,1,3.8,800,555,1355,NA,1,3.5,3,3.2
"630",630,"2ee0a5f4-eadb-5f15-9dbc-a44d50e4d0d6","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,2,1,5,5,3,5,3,4,1,1,1,3.06,800,500,1300,NA,1,3.2,NA,NA
"631",631,"2eebbb76-ba12-5572-aca9-9aff22e03690","student","CSE142",1,1,"NA143",1,"DNA","M","AFRO-AM",NA,2,3,3,3,1,5,4,4,5,2,2,1,1,2.77,580,670,1250,NA,1,1.4,NA,NA
"632",632,"2ef79308-91a2-55b4-bb0c-23eb41ffbf5b","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,3,2,1,1,3,5,5,3,4,4,2,1,2,3.48,720,480,1200,NA,1,2.9,NA,NA
"633",633,"2f1872b7-9312-506a-9fcd-7625073bed8d","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,2,3,3,1,4,4,4,4,4,4,3,1,1,3.58,755,515,1270,NA,1,NA,NA,NA
"634",634,"2f2997eb-f33a-558e-b2ad-28c7e5cf01bc","student","CSE142",2,2,"CSE143",1,"DNA","F","ASIAN",NA,3,2,3,2,3,5,5,3,5,4,3,1,1,3.44,730,700,1430,NA,2,2.8,2,NA
"635",635,"2f369900-77d3-5562-89b2-9c0db15220be","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,4,1,1,5,3,4,3,3,1,1,3,2,3.64,740,600,1340,NA,1,3.3,NA,NA
"636",636,"2f38f8d6-bebb-5417-ac8f-b045e4cb74f9","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,3,1,4,3,3,3,5,3,3,1,2,2.68,515,755,1270,NA,1,2.6,1,2.1
"637",637,"2f680a26-dee7-52f1-bd19-5a2ac89e8b25","student","CSE142",2,2,"CSE143",1,"DNA","F","NOT IND",NA,4,3,1,4,4,4,4,5,5,2,1,1,1,2.26,550,570,1120,NA,2,2.5,2,NA
"638",638,"2f7de8d7-7a99-5dcc-8dac-9587fd76ce07","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,2,3,1,1,4,3,3,3,4,2,3,2,1,3.2,490,430,920,NA,2,1.4,NA,NA
"639",639,"2fa7519c-2a2b-5590-92c4-9f56e8b1d898","student","CSE142",1,1,"CSE143",1,"DNA","F","ASIAN",NA,1,4,1,1,5,5,4,5,2,1,4,4,1,2.72,700,670,1370,NA,1,3.1,1,2.2
"640",640,"2fbfaa1b-38dc-513d-9184-91f11f3e81ce","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,4,2,1,1,1,3,3,3,4,3,2,1,1,3.38,760,560,1320,NA,2,2.4,NA,NA
"641",641,"2fec50a1-6b13-5004-add3-8d44c7cc9deb","student","CSE142",2,3,"CSE143",1,"DNA","F","CAUCASN",NA,2,3,2,1,5,5,4,4,4,2,2,1,1,3.29,740,680,1420,NA,2,2.7,3,2.5
"642",642,"2ff37332-cfce-55ee-8ad1-3c39589477a5","student","CSE142",1,1,"NA143",1,"Deny","M","ASIAN",FALSE,1,4,1,1,5,5,4,5,4,2,1,1,1,3.33,670,690,1360,2,1,3.4,NA,NA
"643",643,"3001db90-67b0-5700-93e8-893718659466","student","CSE142",4,4,"CSE143",1,"DNA","M","CAUCASN",NA,3,3,1,1,1,5,5,3,4,5,5,1,1,3.7,670,660,1330,NA,4,3.8,4,3.8
"644",644,"30344b9a-3630-553f-9197-505daba86c85","student","CSE142",1,2,"CSE143",1,"DNA","M","NOT IND",NA,3,4,1,1,5,5,5,5,3,4,1,1,1,2.76,570,470,1040,NA,1,1.4,2,1.6
"645",645,"30735887-2dfd-5403-9b00-b5a30f20a7c4","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,3,3,1,1,3,3,2,3,4,2,3,1,1,3.23,640,700,1340,NA,1,3.6,NA,NA
"646",646,"30a94687-3e8b-5dcd-b8c4-a1786c7d00d5","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,4,2,2,3,4,3,3,3,4,2,2,1,1,0,710,450,1160,NA,1,0,NA,NA
"647",647,"30d930f2-02ae-591a-9258-ecc4288fa992","student","CSE142",3,3,"CSE143",1,"Deny","M","AFRO-AM",NA,1,3,1,1,5,4,4,4,4,2,1,2,2,2.77,630,530,1160,2,3,3.4,3,3.4
"648",648,"30e09b35-993f-543f-bc9e-af1a3f9f504a","student","CSE142",3,3,"CSE143",2,"Deny","M","CAUCASN",NA,1,3,1,2,5,5,5,5,5,4,3,2,1,2.83,720,660,1380,2,3,2.7,3,2.3
"649",649,"30eeed97-e041-574c-90c0-4f8f948d06d5","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,3,4,1,1,5,4,3,5,3,2,2,1,1,3.5,560,630,1190,NA,1,3,NA,NA
"650",650,"310e7c4c-c349-5fbc-85ee-81a443b59a12","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,2,2,3,5,4,4,5,2,3,1,1,3.1,490,510,1000,NA,2,1.4,NA,NA
"651",651,"31443c9c-728e-5d82-bc59-4b7d9f479496","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,3,3,2,1,4,4,2,2,2,4,2,1,1,3.62,640,500,1140,NA,1,2.5,NA,NA
"652",652,"314d047f-ab38-5c4e-9cd2-fa19761febd1","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,4,1,1,5,4,3,4,5,3,1,4,2,3.6,600,690,1290,NA,1,3.8,2,3.7
"653",653,"314fea2d-045c-5d33-9ec0-4a8636ebfc27","student","CSE142",4,4,"CSE143",1,"DNA","F","CAUCASN",NA,3,4,2,2,5,4,3,4,4,5,2,2,1,2.25,650,560,1210,NA,4,2.6,4,0.8
"654",654,"31739305-d1b7-58e6-b366-d5200763f734","student","CSE142",1,2,"CSE143",1,"Accept","M","NOT IND",NA,1,4,1,1,3,3,4,4,1,4,5,1,1,3.94,790,430,1220,4,1,3.8,2,3.9
"655",655,"31a3805f-c028-58db-b961-5cfbc59d8dd9","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,1,4,3,5,4,2,3,2,3.02,650,710,1360,NA,1,3.4,1,3.4
"656",656,"31a83f6c-6975-5d3c-810b-3f900130c6a6","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,3,4,2,1,4,4,2,3,4,2,1,1,1,3.43,630,730,1360,NA,1,3.7,2,2.9
"657",657,"31f744aa-ff1f-5cd1-ad8b-9015d4528039","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,2,4,2,2,4,4,4,5,4,4,3,2,1,3.38,790,630,1420,NA,1,2.7,NA,NA
"658",658,"31ff8696-f15a-500e-8d51-665ee8fb64c3","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,4,3,1,1,3,5,5,3,5,4,5,1,1,3.2,800,730,1530,NA,2,NA,NA,NA
"659",659,"3222a722-4b6b-517b-87c9-1ba01c8ddd89","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,3,4,1,1,5,3,5,3,4,4,4,1,1,2.75,670,470,1140,NA,1,2.5,NA,NA
"660",660,"3234b06f-be30-5894-8f22-22daf34ee1bd","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,1,3,1,1,5,3,3,5,4,1,1,1,1,2.73,800,800,1600,NA,1,3.3,2,1.5
"661",661,"3238546e-de8f-550c-a3c7-2a92f3e94a25","student","CSE142",3,1,"NA143",1,"DNA","M","CAUCASN",NA,4,2,1,1,3,3,3,3,3,4,5,1,1,3.64,630,540,1170,NA,3,1.6,NA,NA
"662",662,"324301fe-b07f-56af-a1bb-3db974e9ab2d","student","CSE142",2,3,"CSE143",1,"DNA","F","CAUCASN",NA,1,3,2,1,5,5,2,5,4,4,1,1,1,3.86,595,755,1350,NA,2,3.3,3,3.6
"663",663,"3268392c-e929-5665-9fe7-56e452cfc40c","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,5,2,4,4,4,2,1,5,2.35,670,800,1470,NA,1,3.1,1,1.2
"664",664,"3278a310-03ce-500a-b881-19eef4a159bd","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,2,2,3,1,3,2,4,4,5,4,3,2,1,3.51,680,480,1160,NA,2,NA,NA,NA
"665",665,"32929db9-0c94-52e3-bfa9-194d4de7bdec","student","CSE142",1,2,"CSE143",1,"DNA","F","NOT IND",NA,4,4,2,2,5,5,5,5,5,4,2,1,1,2.6,495,595,1090,NA,1,2.6,2,2.6
"666",666,"32999b6a-726a-5162-bfae-c031d0665b1b","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,1,1,5,3,1,5,5,1,1,3,1,3.17,670,680,1350,NA,1,2.7,NA,NA
"667",667,"329eb1f1-aae4-5285-856d-0221c266028c","student","CSE142",1,2,"CSE143",1,"DNA","M","NOT IND",NA,2,4,1,1,5,5,5,5,5,3,1,1,3,3.59,800,620,1420,NA,1,3.8,2,3
"668",668,"32a5cf02-6c4e-523a-a9a8-7384f631db58","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,2,NA,3,1,3,5,4,4,4,3,1,1,1,2.95,560,620,1180,NA,2,0,NA,NA
"669",669,"32a5e1c5-098d-58e0-ac42-8121f3306023","student","CSE142",1,1,"CSE143",1,"Accept","M","ASIAN",NA,1,4,2,2,4,4,4,4,4,2,2,1,1,3.86,NA,NA,NA,4.5,1,3.8,1,3.9
"670",670,"32c03cae-e06d-5eea-adc2-b9db27fb0f5a","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,2,3,4,1,3,4,5,3,5,3,1,1,1,2.76,590,540,1130,NA,1,2.1,NA,NA
"671",671,"32cdf514-c745-5e3e-a666-6b6e9b3c5bc6","student","CSE142",1,2,"CSE143",1,"Deny","M","CAUCASN",NA,2,3,1,1,4,5,4,5,4,3,2,1,2,3.47,660,650,1310,3,1,3.8,2,3.1
"672",672,"32fd7c73-619a-5658-b748-7075ce89e9d1","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,4,3,1,1,1,5,5,4,5,3,3,1,1,3.28,740,540,1280,NA,1,1,NA,NA
"673",673,"3301f6ac-0546-522d-9f80-cade450a813d","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,3,3,2,4,4,3,4,4,4,4,3,2,1,3.46,690,670,1360,NA,2,3.2,2,1.6
"674",674,"3313d84e-4380-5b9b-968f-1718562b782e","student","CSE142",2,1,"CSE143",1,"Accept","M","NOT IND",FALSE,1,4,1,1,5,5,4,5,3,3,3,2,3,3.65,NA,NA,NA,4,2,3.9,1,3.7
"675",675,"33152ab5-bd50-5d01-8c3c-ee25850d966d","student","CSE142",3,3,"CSE143",1,"Deny","M","NOT IND",NA,1,4,3,1,5,5,5,5,5,3,2,1,3,2.97,700,570,1270,2,3,3.9,3,3
"676",676,"331e05d6-09d7-532e-9eb6-04eaa2499ff0","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,2,4,1,1,4,4,3,3,4,4,2,3,2,3.36,750,740,1490,NA,2,3.1,2,0.9
"677",677,"33acd36a-c397-51dc-bad0-717814548264","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,3,3,3,3,4,5,4,4,5,3,2,1,1,3.16,770,690,1460,NA,2,3.2,NA,NA
"678",678,"33d3ff95-5895-5d5a-b19e-f83609dff740","student","CSE142",1,4,"CSE143",1,"DNA","M","ASIAN",NA,3,3,2,1,4,5,5,4,4,4,3,1,1,3.41,600,620,1220,NA,1,3,4,2.4
"679",679,"33deb286-b311-5f0c-9d3a-adc4e9aee85d","student","CSE142",3,1,"NA143",1,"DNA","F","CAUCASN",NA,4,2,3,3,2,5,3,4,4,3,3,1,1,3.67,690,610,1300,NA,3,3.5,NA,NA
"680",680,"33dfb2f2-e1f2-5627-b773-2f1ebafba0af","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,2,3,1,3,3,3,3,5,5,2,1,1,3.37,660,650,1310,NA,1,3.5,2,2.4
"681",681,"340a1989-fec7-5715-b55f-58c4ff865fef","student","CSE142",1,2,"CSE143",1,"Deny","F","CAUCASN",FALSE,3,NA,NA,NA,3,4,3,3,4,4,4,1,1,3.52,710,680,1390,3,1,3.2,2,3.1
"682",682,"3414f266-02d6-591d-a3ef-5ea252d0022d","student","CSE142",3,3,"CSE143",2,"Accept","M","CAUCASN",NA,1,3,1,1,5,5,4,5,4,5,2,1,2,3.4,755,555,1310,4,3,3.9,3,3.5
"683",683,"34254fd1-10f9-5ea7-8bb5-595424089039","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,1,1,5,3,5,5,4,4,2,1,1,3.15,600,520,1120,NA,1,3,1,NA
"684",684,"342554dc-f93f-5ace-8309-9c26df1d95ca","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,3,3,3,2,3,4,4,4,5,3,3,1,1,3.42,720,460,1180,NA,2,2.5,NA,NA
"685",685,"346809ab-5f41-5aaa-845a-9a98cb40b49f","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,4,2,1,3,5,5,5,4,4,3,1,1,0.31,740,510,1250,NA,1,0,NA,NA
"686",686,"34889169-c1f0-5f42-83b1-d81a2d8cadb9","student","CSE142",2,2,"CSE143",1,"Accept","M","NOT IND",NA,2,4,2,2,4,4,4,4,4,2,2,3,1,3.81,780,580,1360,5,2,3.9,2,4
"687",687,"348c95d2-2223-51b0-b241-ea78892fc743","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,4,3,2,3,4,5,NA,NA,NA,4,2,2,3,3.4,NA,NA,NA,NA,1,3.4,1,NA
"688",688,"34bc64a0-cd1b-5631-afe7-0e9b7a66cbe2","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,3,1,1,5,5,5,4,5,4,4,2,2,3.14,690,640,1330,NA,2,3.4,2,3.1
"689",689,"34c44e9c-c50b-5311-b0d0-b3f7037bcfc8","student","CSE142",1,1,"CSE143",3,"Accept","M","CAUCASN",NA,2,4,2,1,3,3,1,5,4,1,2,1,2,3.43,755,670,1425,4,1,3.3,1,3.9
"690",690,"34ce788d-c590-5be3-941f-a2afd8618f0f","student","CSE142",1,1,"CSE143",1,"DNA","F","ASIAN",NA,1,4,2,2,5,4,4,2,4,2,1,4,2,3.62,580,480,1060,NA,1,3.5,1,3.8
"691",691,"34f677ae-261d-5cf3-b116-f7e0b31e2f69","student","CSE142",1,1,"CSE143",2,"Deny","M","CAUCASN",NA,1,4,1,1,5,5,3,4,5,4,2,1,2,3.23,640,620,1260,3.5,1,3.8,1,3.8
"692",692,"3545b3a0-cf56-5a64-9bf7-08fb8f4699b6","student","CSE142",2,2,"CSE143",1,"Deny","M","NOT IND",FALSE,1,4,1,1,5,5,5,5,3,2,2,3,3,1.73,690,640,1330,2,2,3.7,2,2.1
"693",693,"3548a85e-e471-597e-b504-bb980b1426ba","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,4,4,3,3,1,1,1,1,1,1,1,1,1,3.25,800,510,1310,NA,1,2.5,NA,NA
"694",694,"35534bd8-79fb-5a4e-ab5c-e434be90cdbe","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,1,3,1,1,5,5,3,5,4,3,2,1,1,3.12,790,670,1460,NA,2,1.8,NA,NA
"695",695,"355b1f05-ebd4-5230-8e92-f8fc9b9b7b01","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,1,1,5,5,4,5,5,4,1,1,1,3.46,650,670,1320,NA,1,3.3,1,3.2
"696",696,"3563ce28-3851-5e96-bb60-fc21366639b0","student","CSE142",2,2,"CSE143",2,"Accept","M","CAUCASN",NA,1,4,3,1,5,5,4,4,5,3,2,2,5,3.77,690,610,1300,4,2,3.8,2,4
"697",697,"356cc5ba-55a5-54d1-9e95-7a5333d94295","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,3,2,3,2,3,4,3,4,5,2,3,1,1,2.64,755,515,1270,NA,2,0,NA,NA
"698",698,"3576b248-e9eb-5f86-bd9b-8cfd5f0c5a32","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,3,2,3,1,3,5,5,3,4,2,4,1,1,3.23,680,640,1320,NA,2,3.1,NA,NA
"699",699,"35952ec0-3270-55bd-bfd8-e1c2655c8fb6","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,NA,NA,NA,NA,NA,4,4,4,4,3,2,1,1,3.04,555,595,1150,NA,2,1.7,NA,NA
"700",700,"359ebc3d-d43d-5f95-b567-93cac06a0d9e","student","CSE142",1,1,"NA143",1,"DNA","F","CAUCASN",NA,4,3,1,2,4,5,4,3,4,2,1,3,2,2.9,590,540,1130,NA,1,NA,NA,NA
"701",701,"35b76c87-4976-5167-9360-e46b1f991207","student","CSE142",1,1,"CSE143",1,"Deny","F","NOT IND",NA,2,3,3,2,3,5,5,5,5,4,3,1,1,3.84,760,520,1280,3,1,3.1,1,3.3
"702",702,"35c23fa6-c74d-517e-bbcc-2ed321b89d1e","student","CSE142",1,1,"CSE143",1,"Deny","M","NOT IND",FALSE,2,4,2,2,5,5,5,5,5,3,2,1,1,3.37,690,510,1200,2,1,3.7,1,2.6
"703",703,"35c4fe10-81b8-5033-8571-145c3b693c52","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,2,1,3,5,2,4,4,2,2,1,1,3.33,730,660,1390,NA,2,3.9,NA,NA
"704",704,"35cf3eec-8a12-5b51-9063-f49f8b10a0d4","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,3,5,3,5,4,2,1,1,1,2.72,640,600,1240,NA,1,3.7,1,1.6
"705",705,"360840ca-613e-5fe6-8d3e-7ccd4ca03b9b","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,2,1,4,3,3,4,4,4,2,1,2,3.49,650,670,1320,NA,1,3.2,1,2.9
"706",706,"36099fe9-28ef-5388-a27d-fe879e112f4c","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,3,2,NA,3,2,3,3,3,3,2,2,1,1,2.35,NA,NA,NA,NA,2,1.4,NA,NA
"707",707,"365303cd-741d-5f2a-a94c-338d3ad464d2","student","CSE142",1,2,"CSE143",2,"Deny","M","NOT IND",NA,3,4,3,2,5,5,3,5,4,2,2,2,2,3.37,680,560,1240,NA,1,3.3,2,3.8
"708",708,"366760e6-2906-5564-a5e9-448f9fd4ae31","student","CSE142",1,2,"CSE143",1,"Deny","M","ASIAN",NA,1,4,1,1,5,4,4,4,3,2,2,1,5,3.17,670,670,1340,2,1,3.9,2,3.2
"709",709,"36c584a1-1c5e-59ed-8c78-26e5f976bff1","student","CSE142",2,2,"CSE143",1,"Deny","M","ASIAN",FALSE,1,4,1,4,5,5,3,4,5,4,1,2,2,2.65,590,470,1060,2,2,2,2,2.6
"710",710,"36da704d-186d-5008-8938-a8d591658a1f","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,2,NA,3,4,1,4,4,2,2,1,1,3.32,660,690,1350,NA,2,3.6,NA,NA
"711",711,"370e0af1-324b-5af5-bf74-9dfd424dd054","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,2,3,2,2,4,4,4,5,4,3,3,1,1,2.01,755,495,1250,NA,1,0,NA,NA
"712",712,"3739f45c-69fa-51fa-83b7-8a9156a3feaa","student","CSE142",1,2,"CSE143",1,"Accept","M","CAUCASN",NA,1,4,1,1,5,5,4,4,4,4,1,2,1,3.93,710,560,1270,4.5,1,3.9,2,4
"713",713,"37489dda-ff16-5092-ab7a-fbc29d0b4e00","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,4,2,2,1,4,5,5,3,4,4,5,1,1,2.62,NA,NA,NA,NA,2,2.3,NA,NA
"714",714,"3795bb6c-05f5-5e31-ab32-9d90b1c7387a","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,4,2,2,3,2,4,4,4,3,2,2,1,1,3.48,800,490,1290,NA,2,2.4,NA,NA
"715",715,"379f5b43-e6c5-5b9a-abd1-380f71f318f9","student","CSE142",2,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,4,2,3,4,4,5,4,1,1,1,1,3.55,740,650,1390,NA,2,3.5,3,3.3
"716",716,"37a70c7f-84fe-5e58-a1e6-5ab712aa30e7","student","CSE142",2,2,"CSE143",1,"Deny","M","CAUCASN",FALSE,1,3,1,1,4,5,1,5,4,2,1,2,5,3.66,720,800,1520,3,2,3.9,2,3.7
"717",717,"37e0cd30-a97a-50bf-bf0b-3b7bd600a1cc","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,3,1,1,4,3,3,2,5,5,4,1,1,3.45,590,530,1120,NA,2,2.7,2,3.3
"718",718,"37f7d1bd-72b4-5f97-a4f6-bc626a781f39","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,2,4,2,2,4,3,4,NA,3,4,3,1,1,2.67,690,560,1250,NA,2,0,NA,NA
"719",719,"3806d7e9-1b13-5186-9c63-ac42bccdee5f","student","CSE142",1,1,"CSE143",2,"Deny","M","ASIAN",FALSE,1,4,1,1,5,3,2,5,4,1,2,2,3,3.34,710,640,1350,2,1,3.5,1,3.7
"720",720,"380e4bed-dfe9-533e-81c8-a362581d4148","student","CSE142",2,3,"CSE143",1,"DNA","F","CAUCASN",NA,1,3,1,2,5,4,3,4,5,4,4,1,1,3.41,670,800,1470,NA,2,3.4,3,2.7
"721",721,"38257f01-6f60-537c-a4e6-a2c45d336a6f","student","CSE142",1,2,"CSE143",1,"Deny","M","AMER-IND",NA,2,4,2,1,5,5,4,5,4,4,2,1,1,3.33,640,620,1260,2,1,3.5,2,3.5
"722",722,"38297e2c-1ca9-55a7-a4cf-d89837fced05","student","CSE142",1,2,"CSE143",1,"Accept","M","ASIAN",FALSE,1,4,1,1,5,5,3,5,4,4,4,1,4,3.85,760,690,1450,4.5,1,3.9,2,3.7
"723",723,"385399e1-92e4-51b9-b0cc-9e736e77cc32","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,1,4,3,2,5,1,2,5,5,4,4,2,1,3.64,780,780,1560,NA,1,3.5,2,3.5
"724",724,"385c73e8-7eb2-5a34-b9d9-f76a1be80cc2","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,1,4,2,1,5,5,4,5,3,3,2,1,2,1.08,650,620,1270,NA,1,3,1,NA
"725",725,"38622056-7874-5938-83c5-fca07f72dd87","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,1,4,2,NA,4,5,5,5,5,2,5,1,1,3.26,575,780,1355,NA,2,1.9,NA,NA
"726",726,"38630b0e-a5b8-5757-9d96-1199ae50a78f","student","CSE142",4,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,3.27,530,580,1110,NA,4,1.9,NA,NA
"727",727,"38717844-6d06-5254-9a89-5a7d3622cfc2","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,5,2,4,4,4,2,2,3,3.58,670,755,1425,NA,1,3.5,2,3
